Entry	Entry name	Gene names  (ordered locus )	Gene names	Length	Absorption	Active site	Activity regulation	Binding site	Calcium binding	Catalytic activity	Cofactor	DNA binding	Metal binding	Nucleotide binding	Site	Motif
P10862	RAD18_YEAST	YCR066W	RAD18 YCR066W YCR66W	487						CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine + [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.; EC=2.3.2.27;						
P16120	THRC_YEAST	YCR053W	THR4 YCR053W YCR53W	514						CATALYTIC ACTIVITY: Reaction=H2O + O-phospho-L-homoserine = L-threonine + phosphate; Xref=Rhea:RHEA:10840, ChEBI:CHEBI:15377, ChEBI:CHEBI:43474, ChEBI:CHEBI:57590, ChEBI:CHEBI:57926; EC=4.2.3.1;	COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000250}; 					
P40045	TDA2_YEAST	YER071C	TDA2 YER071C	126												
P21801	SDHB_YEAST	YLL041C	SDH2 SDH SDHB YLL041C	266				BINDING 194 194 Ubiquinone; shared with DHSD. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=a quinone + succinate = a quinol + fumarate; Xref=Rhea:RHEA:40523, ChEBI:CHEBI:24646, ChEBI:CHEBI:29806, ChEBI:CHEBI:30031, ChEBI:CHEBI:132124; EC=1.3.5.1;	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000250}; COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Evidence={ECO:0000250};  Note=Binds 1 [3Fe-4S] cluster. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000250};		METAL 87 87 Iron-sulfur 1 (2Fe-2S). {ECO:0000250}.; METAL 92 92 Iron-sulfur 1 (2Fe-2S). {ECO:0000250}.; METAL 95 95 Iron-sulfur 1 (2Fe-2S). {ECO:0000250}.; METAL 107 107 Iron-sulfur 1 (2Fe-2S). {ECO:0000250}.; METAL 179 179 Iron-sulfur 2 (4Fe-4S). {ECO:0000250}.; METAL 182 182 Iron-sulfur 2 (4Fe-4S). {ECO:0000250}.; METAL 185 185 Iron-sulfur 2 (4Fe-4S). {ECO:0000250}.; METAL 189 189 Iron-sulfur 3 (3Fe-4S). {ECO:0000250}.; METAL 236 236 Iron-sulfur 3 (3Fe-4S). {ECO:0000250}.; METAL 242 242 Iron-sulfur 3 (3Fe-4S). {ECO:0000250}.; METAL 246 246 Iron-sulfur 2 (4Fe-4S). {ECO:0000250}.			
Q06836	SYT1_YEAST	YPR095C	SYT1 YPR095C P9513.17	1226			ACTIVITY REGULATION: Inhibited by brefeldin A.									
Q04401	SDHF3_YEAST	YDR511W	SDH7 ACN9 YDR511W D9719.16	133												
P38166	SFT2_YEAST	YBL102W	SFT2 YBL102W YBL0812	215												
Q12254	SVS1_YEAST	YPL163C	SVS1 YPL163C P2554	260												
P39928	SLN1_YEAST	YIL147C	SLN1 YPD2 YIL147C	1220						CATALYTIC ACTIVITY: Reaction=ATP + protein L-histidine = ADP + protein N-phospho-L-histidine.; EC=2.7.13.3;			METAL 1094 1094 Magnesium. {ECO:0000250}.; METAL 1095 1095 Magnesium. {ECO:0000250}.; METAL 1144 1144 Magnesium. {ECO:0000250}.; METAL 1195 1195 Magnesium. {ECO:0000250}.			
P53283	TPO2_YEAST	YGR138C	TPO2 YGR138C G6417	614												
Q12256	TPO4_YEAST	YOR273C	TPO4 YOR273C O5440	659												
P53292	RT35_YEAST	YGR165W	MRPS35 YGR165W	345												
P38359	SUL1_YEAST	YBR294W	SUL1 SFP2 YBR294W YBR2110	859												
Q03088	SVL3_YEAST	YPL032C	SVL3 YPL032C P7102.17	825												
P53101	STR3_YEAST	YGL184C	STR3 YGL184C G1601	465						CATALYTIC ACTIVITY: Reaction=H2O + L,L-cystathionine = L-homocysteine + NH4(+) + pyruvate; Xref=Rhea:RHEA:13965, ChEBI:CHEBI:15361, ChEBI:CHEBI:15377, ChEBI:CHEBI:28938, ChEBI:CHEBI:58161, ChEBI:CHEBI:58199; CATALYTIC ACTIVITY: Reaction=an S-substituted L-cysteine + H2O = a thiol + NH4(+) + pyruvate; Xref=Rhea:RHEA:18121, ChEBI:CHEBI:15361, ChEBI:CHEBI:15377, ChEBI:CHEBI:28938, ChEBI:CHEBI:29256, ChEBI:CHEBI:58717; EC=4.4.1.13;	COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000250}; 					
Q04172	SHE9_YEAST	YDR393W	SHE9 MDM33 YDR393W D9509.13	456												
Q00764	TPS1_YEAST	YBR126C	TPS1 BYP1 CIF1 FDP1 GGS1 GLC6 TSS1 YBR126C YBR0922	495			ACTIVITY REGULATION: Activated by fructose 6-phosphate. Inorganic phosphate inhibits the synthase activity in the complex, but activates the synthase activity in the free monomeric form. {ECO:0000269|PubMed:8404904}.			CATALYTIC ACTIVITY: Reaction=D-glucose 6-phosphate + UDP-alpha-D-glucose = alpha,alpha-trehalose 6-phosphate + H(+) + UDP; Xref=Rhea:RHEA:18889, ChEBI:CHEBI:15378, ChEBI:CHEBI:58223, ChEBI:CHEBI:58429, ChEBI:CHEBI:58885, ChEBI:CHEBI:61548; EC=2.4.1.15;						
Q07979	RSC58_YEAST	YLR033W	RSC58 YLR033W	502												
P32832	RSC7_YEAST	YMR091C	NPL6 RSC7 YMR091C YM9582.16C	435												
Q12232	SLP1_YEAST	YOR154W	SLP1 YOR154W O3545	587												
P07806	SYV_YEAST	YGR094W	VAS1 YGR094W	1104				BINDING 706 706 ATP. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val); Xref=Rhea:RHEA:10704, Rhea:RHEA-COMP:9672, Rhea:RHEA-COMP:9708, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57762, ChEBI:CHEBI:78442, ChEBI:CHEBI:78537, ChEBI:CHEBI:456215; EC=6.1.1.9;						MOTIF 190 200 'HIGH' region.; MOTIF 703 707 'KMSKS' region.
P38956	SNF11_YEAST	YDR073W	SNF11 YDR073W D4411	169												
P38960	STN1_YEAST	YDR082W	STN1 YDR082W D4456 YD8554.15	494								DNA_BIND 62 159 OB.				
P00942	TPIS_YEAST	YDR050C	TPI1 YDR050C YD9609.05C	248		ACT_SITE 95 95 Electrophile.; ACT_SITE 165 165 Proton acceptor.		BINDING 10 10 Substrate. {ECO:0000269|PubMed:12509510}.; BINDING 12 12 Substrate. {ECO:0000269|PubMed:12509510}.		CATALYTIC ACTIVITY: Reaction=D-glyceraldehyde 3-phosphate = dihydroxyacetone phosphate; Xref=Rhea:RHEA:18585, ChEBI:CHEBI:57642, ChEBI:CHEBI:59776; EC=5.3.1.1;						
Q03028	ODC1_YEAST	YPL134C	ODC1 YPL134C LPI11C	310												
P38340	NTM1_YEAST	YBR261C	TAE1 NTM1 YBR261C YBR1729	232				BINDING 71 71 S-adenosyl-L-methionine; via carbonyl oxygen. {ECO:0000250}.; BINDING 76 76 S-adenosyl-L-methionine. {ECO:0000250}.; BINDING 139 139 S-adenosyl-L-methionine; via carbonyl oxygen. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=N-terminal L-alanyl-L-prolyl-L-lysyl-[protein] + 3 S-adenosyl-L-methionine = 3 H(+) + N-terminal N,N,N-trimethyl-L-alanyl-L-prolyl-L-lysyl-[protein] + 3 S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:54712, Rhea:RHEA-COMP:13785, Rhea:RHEA-COMP:13971, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:138057, ChEBI:CHEBI:138315; EC=2.1.1.244; CATALYTIC ACTIVITY: Reaction=N-terminal L-seryl-L-prolyl-L-lysyl-[protein] + 3 S-adenosyl-L-methionine = 3 H(+) + N-terminal N,N,N-trimethyl-L-seryl-L-prolyl-L-lysyl-[protein] + 3 S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:54724, Rhea:RHEA-COMP:13789, Rhea:RHEA-COMP:13973, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:138061, ChEBI:CHEBI:138317; EC=2.1.1.244; CATALYTIC ACTIVITY: Reaction=N-terminal L-prolyl-L-prolyl-L-lysyl-[protein] + 2 S-adenosyl-L-methionine = 2 H(+) + N-terminal N,N-dimethyl-L-prolyl-L-prolyl-L-lysyl-[protein] + 2 S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:54736, Rhea:RHEA-COMP:13787, Rhea:RHEA-COMP:13974, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:138059, ChEBI:CHEBI:138318; EC=2.1.1.244;						
P40078	NSA2_YEAST	YER126C	NSA2 YER126C SYGP-ORF47	261												MOTIF 15 22 Nuclear localization signal 1. {ECO:0000255|PROSITE-ProRule:PRU00768}.; MOTIF 51 58 Nuclear localization signal 2. {ECO:0000255|PROSITE-ProRule:PRU00768}.
P20676	NUP1_YEAST	YOR098C	NUP1 YOR098C YOR3182C	1076												
P53174	PRM8_YEAST	YGL053W	PRM8 DUP1 YGL053W	237												
P39677	RRF2M_YEAST	YJL102W	MEF2 YJL102W D819 J0826	819										NP_BIND 48 55 GTP. {ECO:0000255|HAMAP-Rule:MF_03059}.; NP_BIND 113 117 GTP. {ECO:0000255|HAMAP-Rule:MF_03059}.; NP_BIND 165 168 GTP. {ECO:0000255|HAMAP-Rule:MF_03059}.		
O13563	RPN13_YEAST	YLR421C	RPN13 DAQ1 YLR421C	156												
P0CX47	RS11A_YEAST	YDR025W	RPS11A RPS18A YDR025W YD9813.03	156												
P20436	RPAB3_YEAST	YOR224C	RPB8 YOR224C YOR50-14	146												
P53331	REXO1_YEAST	YGR276C	RNH70 REX1 YGR276C G9381	553												
P0CX46	RL2B_YEAST	YIL018W	RPL2B RPL5A YIL018W	254												
P05749	RL22A_YEAST	YLR061W	RPL22A YLR061W L2168	121												
P21264	PUR6_YEAST	YOR128C	ADE2 YOR128C O3293 YOR3293C	571						CATALYTIC ACTIVITY: Reaction=5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + H(+) = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + CO2; Xref=Rhea:RHEA:10792, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:77657, ChEBI:CHEBI:137981; EC=4.1.1.21;				NP_BIND 138 193 ATP. {ECO:0000255|PROSITE-ProRule:PRU00409}.		
P25332	RBSK_YEAST	YCR036W	RBK1 YCR036W YCR36W YCR523	333		ACT_SITE 283 283 Proton acceptor. {ECO:0000255|HAMAP-Rule:MF_03215}.	ACTIVITY REGULATION: Activated by a monovalent cation that binds near, but not in, the active site. The most likely occupant of the site in vivo is potassium. Ion binding induces a conformational change that may alter substrate affinity. {ECO:0000255|HAMAP-Rule:MF_03215}.	BINDING 149 149 Substrate. {ECO:0000255|HAMAP-Rule:MF_03215}.; BINDING 193 193 ATP. {ECO:0000255|HAMAP-Rule:MF_03215}.; BINDING 283 283 Substrate. {ECO:0000255|HAMAP-Rule:MF_03215}.		CATALYTIC ACTIVITY: Reaction=ATP + D-ribose = ADP + D-ribose 5-phosphate + H(+); Xref=Rhea:RHEA:13697, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:47013, ChEBI:CHEBI:78346, ChEBI:CHEBI:456216; EC=2.7.1.15; Evidence={ECO:0000255|HAMAP-Rule:MF_03215};	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03215};  Note=Requires a divalent cation, most likely magnesium in vivo, as an electrophilic catalyst to aid phosphoryl group transfer. It is the chelate of the metal and the nucleotide that is the actual substrate. {ECO:0000255|HAMAP-Rule:MF_03215};		METAL 277 277 Potassium. {ECO:0000255|HAMAP-Rule:MF_03215}.; METAL 279 279 Potassium; via carbonyl oxygen. {ECO:0000255|HAMAP-Rule:MF_03215}.; METAL 313 313 Potassium; via carbonyl oxygen. {ECO:0000255|HAMAP-Rule:MF_03215}.; METAL 316 316 Potassium; via carbonyl oxygen. {ECO:0000255|HAMAP-Rule:MF_03215}.; METAL 318 318 Potassium; via carbonyl oxygen. {ECO:0000255|HAMAP-Rule:MF_03215}.; METAL 322 322 Potassium. {ECO:0000255|HAMAP-Rule:MF_03215}.	NP_BIND 248 253 ATP. {ECO:0000255|HAMAP-Rule:MF_03215}.; NP_BIND 282 283 ATP. {ECO:0000255|HAMAP-Rule:MF_03215}.		
Q12504	RKM4_YEAST	YDR257C	RKM4 RMS1 SET7 YDR257C YD9320A.07C	494				BINDING 264 264 S-adenosyl-L-methionine. {ECO:0000255|PROSITE-ProRule:PRU00190}.								
P22353	RM08_YEAST	YJL063C	MRPL8 YJL063C HRD238 J1125	238												
Q04373	PUF6_YEAST	YDR496C	PUF6 YDR496C D9719.2	656												
P07284	SYSC_YEAST	YDR023W	SES1 SERS YDR023W YD9813.01	462				BINDING 295 295 ATP; via amide nitrogen and carbonyl oxygen. {ECO:0000250}.; BINDING 302 302 Serine. {ECO:0000250}.; BINDING 404 404 Serine. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=ATP + L-serine + tRNA(Ser) = AMP + diphosphate + H(+) + L-seryl-tRNA(Ser); Xref=Rhea:RHEA:12292, Rhea:RHEA-COMP:9669, Rhea:RHEA-COMP:9703, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:33384, ChEBI:CHEBI:78442, ChEBI:CHEBI:78533, ChEBI:CHEBI:456215; EC=6.1.1.11; CATALYTIC ACTIVITY: Reaction=ATP + L-serine + tRNA(Sec) = AMP + diphosphate + H(+) + L-seryl-tRNA(Sec); Xref=Rhea:RHEA:42580, Rhea:RHEA-COMP:9742, Rhea:RHEA-COMP:10128, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:33384, ChEBI:CHEBI:78442, ChEBI:CHEBI:78533, ChEBI:CHEBI:456215; EC=6.1.1.11;				NP_BIND 279 281 ATP. {ECO:0000250}.; NP_BIND 366 369 ATP. {ECO:0000250}.		
P37297	STT4_YEAST	YLR305C	STT4 YLR305C L2142.4	1900						CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol) + ATP = 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate) + ADP + H(+); Xref=Rhea:RHEA:19877, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:57880, ChEBI:CHEBI:58178, ChEBI:CHEBI:456216; EC=2.7.1.67;						
P38793	TRM5_YEAST	YHR070W	TRM5 YHR070W	499				BINDING 268 268 S-adenosyl-L-methionine. {ECO:0000255|HAMAP-Rule:MF_03152}.; BINDING 399 399 S-adenosyl-L-methionine. {ECO:0000255|HAMAP-Rule:MF_03152}.		CATALYTIC ACTIVITY: Reaction=guanosine(37) in tRNA + S-adenosyl-L-methionine = H(+) + N(1)-methylguanosine(37) in tRNA + S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:36899, Rhea:RHEA-COMP:10145, Rhea:RHEA-COMP:10147, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:73542, ChEBI:CHEBI:74269; EC=2.1.1.228; Evidence={ECO:0000255|HAMAP-Rule:MF_03152};						
P38714	SYRM_YEAST	YHR091C	MSR1 YHR091C	643						CATALYTIC ACTIVITY: Reaction=ATP + L-arginine + tRNA(Arg) = AMP + diphosphate + L-arginyl-tRNA(Arg); Xref=Rhea:RHEA:20301, Rhea:RHEA-COMP:9658, Rhea:RHEA-COMP:9673, ChEBI:CHEBI:30616, ChEBI:CHEBI:32682, ChEBI:CHEBI:33019, ChEBI:CHEBI:78442, ChEBI:CHEBI:78513, ChEBI:CHEBI:456215; EC=6.1.1.19;						MOTIF 188 198 'HIGH' region.
P0CX38	RS6B_YEAST	YBR181C	RPS6B RPS102 RPS10A YBR181C YBR1244	236												
Q12463	TRM11_YEAST	YOL124C	TRM11 YOL124C	433						CATALYTIC ACTIVITY: Reaction=guanosine(10) in tRNA + S-adenosyl-L-methionine = H(+) + N(2)-methylguanosine(10) in tRNA + S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:43128, Rhea:RHEA-COMP:10355, Rhea:RHEA-COMP:10357, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:74269, ChEBI:CHEBI:74481; EC=2.1.1.214; Evidence={ECO:0000269|PubMed:15899842};						
P47030	TAX4_YEAST	YJL083W	TAX4 YJL083W J1002	604												
Q08281	RTC1_YEAST	YOL138C	RTC1 SEA2 YOL138C	1341												
P0CX55	RS18A_YEAST	YDR450W	RPS18A YDR450W D9461.35	146												
P40486	SHQ1_YEAST	YIL104C	SHQ1 YIL104C	507												
P48527	SYYM_YEAST	YPL097W	MSY1 YPL097W LPG11W	492				BINDING 89 89 Tyrosine. {ECO:0000250|UniProtKB:Q9Y2Z4}.; BINDING 93 93 ATP. {ECO:0000250|UniProtKB:Q9Y2Z4}.; BINDING 133 133 Tyrosine. {ECO:0000250|UniProtKB:Q9Y2Z4}.; BINDING 239 239 Tyrosine. {ECO:0000250|UniProtKB:Q9Y2Z4}.; BINDING 243 243 Tyrosine. {ECO:0000250|UniProtKB:Q9Y2Z4}.; BINDING 246 246 Tyrosine. {ECO:0000250|UniProtKB:Q9Y2Z4}.; BINDING 265 265 Tyrosine. {ECO:0000250|UniProtKB:Q9Y2Z4}.; BINDING 306 306 ATP. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=ATP + L-tyrosine + tRNA(Tyr) = AMP + diphosphate + H(+) + L-tyrosyl-tRNA(Tyr); Xref=Rhea:RHEA:10220, Rhea:RHEA-COMP:9706, Rhea:RHEA-COMP:9707, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:58315, ChEBI:CHEBI:78442, ChEBI:CHEBI:78536, ChEBI:CHEBI:456215; EC=6.1.1.1; Evidence={ECO:0000250|UniProtKB:Q9Y2Z4};						MOTIF 94 103 'HIGH' region.; MOTIF 303 307 'KMSKS' region.
P40085	TAPT1_YEAST	YER140W	EMP65 YER140W	556												
P04786	TOP1_YEAST	YOL006C	TOP1 MAK1 YOL006C	769		ACT_SITE 727 727 O-(3'-phospho-DNA)-tyrosine intermediate. {ECO:0000255|PROSITE-ProRule:PRU10130, ECO:0000269|PubMed:2542938, ECO:0000269|PubMed:2547758}.				CATALYTIC ACTIVITY: Reaction=ATP-independent breakage of single-stranded DNA, followed by passage and rejoining.; EC=5.6.2.1; Evidence={ECO:0000255|PROSITE-ProRule:PRU10130};					SITE 296 296 Interaction with DNA. {ECO:0000250}.; SITE 344 344 Interaction with DNA. {ECO:0000250}.; SITE 375 375 Interaction with DNA. {ECO:0000250}.; SITE 432 432 Interaction with DNA. {ECO:0000250}.; SITE 458 458 Interaction with DNA. {ECO:0000250}.; SITE 501 501 Interaction with DNA. {ECO:0000250}.; SITE 558 558 Interaction with DNA. {ECO:0000250}.	
P50873	MRK1_YEAST	YDL079C	MRK1 YDL079C	501		ACT_SITE 289 289 Proton acceptor. {ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10027}.		BINDING 193 193 ATP. {ECO:0000255|PROSITE-ProRule:PRU00159}.		CATALYTIC ACTIVITY: Reaction=ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]; Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.1; CATALYTIC ACTIVITY: Reaction=ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]; Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.1;				NP_BIND 170 178 ATP. {ECO:0000255|PROSITE-ProRule:PRU00159}.		
P23724	PSB6_YEAST	YBL041W	PRE7 PRS3 PTS1 YBL041W YBL0407	241						CATALYTIC ACTIVITY: Reaction=Cleavage of peptide bonds with very broad specificity.; EC=3.4.25.1;						
P32529	RPA12_YEAST	YJR063W	RPA12 RRN4 YJR063W J1747	125												
P46677	TAF1_YEAST	YGR274C	TAF1 TAF130 TAF145 YGR274C G9374	1066						CATALYTIC ACTIVITY: Reaction=acetyl-CoA + L-lysyl-[protein] = CoA + H(+) + N(6)-acetyl-L-lysyl-[protein]; Xref=Rhea:RHEA:45948, Rhea:RHEA-COMP:9752, Rhea:RHEA-COMP:10731, ChEBI:CHEBI:15378, ChEBI:CHEBI:29969, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:61930; EC=2.3.1.48;						
P39729	RBG1_YEAST	YAL036C	RBG1 FUN11 YAL036C	369										NP_BIND 72 79 GTP. {ECO:0000255|PROSITE-ProRule:PRU01047}.; NP_BIND 118 122 GTP. {ECO:0000255|PROSITE-ProRule:PRU01047}.; NP_BIND 250 253 GTP. {ECO:0000255|PROSITE-ProRule:PRU01047}.		
P40342	SWM2_YEAST	YNR004W	SWM2 YNR004W N2033	146												
P40528	SYG1_YEAST	YIL047C	SYG1 YIL047C	902												
P42883	THI12_YEAST	YNL332W	THI12 YNL332W N0295	340		ACT_SITE 66 66 {ECO:0000250|UniProtKB:P43534}.					COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000250|UniProtKB:P43534}; 					MOTIF 195 199 CCCFC; essential for catalytic activity, may be the site of iron coordination. {ECO:0000250|UniProtKB:P43534}.
P32774	T2AG_YEAST	YKL058W	TOA2 YKL058W	122												
P33421	SDH3_YEAST	YKL141W	SDH3 CYB3 YKL141W YKL4	198				BINDING 93 93 Ubiquinone. {ECO:0000250}.; BINDING 97 97 Ubiquinone. {ECO:0000250}.			COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413;  Note=The heme is bound between the two transmembrane subunits.;		METAL 156 156 Iron (heme axial ligand); shared with second transmembrane subunit. {ECO:0000250}.			
Q07914	TIM14_YEAST	YLR008C	PAM18 TIM14 YLR008C	168												
Q9URQ3	TAD3_YEAST	YLR316C	TAD3 YLR316C	322												
P38334	TRS20_YEAST	YBR254C	TRS20 YBR254C YBR1722	175												
P43609	RSC8_YEAST	YFR037C	RSC8 SWH3 YFR037C	557												
Q6B2U8	TDA8_YEAST	YAL064C-A	TDA8 YAL064C-A	126												
Q04545	TDA9_YEAST	YML081W	TDA9 YML081W	1251												
P40468	TAO3_YEAST	YIL129C	TAO3 PAG1 YIL129C	2376												
Q12109	SYWC_YEAST	YOL097C	WRS1 YOL097C HRE432	432						CATALYTIC ACTIVITY: Reaction=ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + H(+) + L-tryptophanyl-tRNA(Trp); Xref=Rhea:RHEA:24080, Rhea:RHEA-COMP:9671, Rhea:RHEA-COMP:9705, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57912, ChEBI:CHEBI:78442, ChEBI:CHEBI:78535, ChEBI:CHEBI:456215; EC=6.1.1.2;						MOTIF 111 120 'HIGH' region.; MOTIF 295 299 'KMSKS' region.
P0C0T4	RS25B_YEAST	YLR333C	RPS25B RPS31 RPS31B YLR333C L8300.10	108												
P31376	SWC3_YEAST	YAL011W	SWC3 FUN36 SWC1 YAL011W	625												
P00927	THDH_YEAST	YER086W	ILV1 YER086W	576			ACTIVITY REGULATION: Isoleucine allosterically inhibits while valine allosterically activates this enzyme. {ECO:0000269|PubMed:782558}.			CATALYTIC ACTIVITY: Reaction=L-threonine = 2-oxobutanoate + NH4(+); Xref=Rhea:RHEA:22108, ChEBI:CHEBI:16763, ChEBI:CHEBI:28938, ChEBI:CHEBI:57926; EC=4.3.1.19; Evidence={ECO:0000269|PubMed:3289762};	COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; 					
P25453	DMC1_YEAST	YER179W	DMC1 ISC2 YER179W	334				BINDING 223 223 ssDNA or dsDNA. {ECO:0000250|UniProtKB:Q14565}.; BINDING 226 226 ssDNA. {ECO:0000250|UniProtKB:Q14565}.; BINDING 229 229 ssDNA or dsDNA. {ECO:0000250|UniProtKB:Q14565}.; BINDING 235 235 ssDNA or dsDNA. {ECO:0000250|UniProtKB:Q14565}.; BINDING 305 305 ssDNA. {ECO:0000250|UniProtKB:Q14565}.						NP_BIND 121 128 ATP. {ECO:0000305}.		
P0CS90	HSP77_YEAST	YJR045C	SSC1 ENS1 YJR045C J1639	654												
